고객명,성별,나이,직업,거주지,선호채널,연락처,결혼여부,자녀유무,거주 주택유형,주택 소유 여부,차량 보유 여부,차량명,연식,마케팅 활용 동의 여부,보험계약 변경 여부,보험계약 해지 여부,대출 여부,보험금 청구 유무,기타 상담 내용,자동차 보험 가입 여부,대물 보장금액,대인 보장금액,운행거리할인 특약 가입여부,생명보험 가입상품,총 납입보험료,보험계약 유지기간,대출 건수,대출 금액,대출상품,캠페인/동의정보,디지털접촉횟수,조회 정보,관심 이벤트,제공 정보
윤하은,여성,24,프로그램 개발자,광주,대면,010-2372-1316,미혼,아니오,주택,아니오,아니오,,,예,아니오,예,예,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,3238062,8,3,0,,예,24,14,신제품 출시,전화
이동민,여성,22,사진작가,대구,온라인,010-8622-6596,결혼,예,빌라,예,예,포드,2003,아니오,아니오,예,아니오,예,보험료 문의,예,716025098,무한,예,종신상품,4851093,15,3,7415469,,예,23,5,할인 혜택,앱 알림
조수연,여성,34,간호사,대전,온라인,010-7614-9603,결혼,아니오,오피스텔,예,아니오,,,아니오,아니오,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,연금상품,4846391,20,0,7827517,신용대출,아니오,15,13,정책 알림,전화
박지훈,남성,24,교사,대전,대면,010-8575-1211,미혼,아니오,아파트,예,예,아우디,2006,예,아니오,예,예,아니오,계약 변경 요청,예,480651513,무한,예,암보험,1533373,2,2,5384097,담보대출,아니오,15,19,할인 혜택,SMS
김서윤,여성,30,프로그램 개발자,서울,대면,010-1912-1908,미혼,아니오,오피스텔,아니오,예,테슬라,2007,예,예,예,아니오,아니오,해지 문의,예,442959508,무한,예,정기상품,4722771,17,0,9571603,신용대출,예,21,6,신제품 출시,SMS
김건우,남성,34,디자이너,성남,이메일,010-9036-3733,결혼,예,오피스텔,예,예,포드,2018,예,예,아니오,예,예,보험료 문의,예,775832390,무한,아니오,종신상품,3786627,15,1,0,담보대출,아니오,28,5,신제품 출시,앱 알림
정승민,여성,46,연구원,대구,이메일,010-9415-7454,결혼,아니오,아파트,예,아니오,,,예,아니오,아니오,아니오,예,보장 내용 문의,아니오,0,0,아니오,연금상품,2325456,11,1,9823859,담보대출,예,49,1,결제 기한,SMS
박서윤,여성,47,요리사,부산,온라인,010-2198-3650,결혼,예,빌라,아니오,아니오,,,아니오,예,예,예,아니오,기타,아니오,0,0,아니오,암보험,3051823,12,1,3152286,신용대출,예,10,10,신제품 출시,이메일
김지후,남성,43,회계사,부산,이메일,010-1098-8962,미혼,아니오,빌라,아니오,예,K5,2002,예,아니오,아니오,예,아니오,기타,예,484074915,무한,예,정기상품,1670986,13,1,3638665,보험계약대출,아니오,20,20,할인 혜택,앱 알림
김서윤,여성,40,회계사,울산,대면,010-7776-2644,결혼,아니오,아파트,아니오,예,테슬라,2023,예,예,아니오,예,아니오,기타,예,386806358,무한,아니오,정기상품,1321629,13,3,5709808,신용대출,아니오,49,20,결제 기한,전화
장시온,여성,32,소프트웨어 엔지니어,인천,이메일,010-5190-1481,미혼,아니오,빌라,예,아니오,,,예,아니오,아니오,예,예,해지 문의,아니오,0,0,아니오,암보험,179821,12,0,0,담보대출,아니오,30,14,결제 기한,전화
정연서,여성,63,프로그램 개발자,광주,대면,010-4627-1145,미혼,아니오,오피스텔,예,아니오,,,예,아니오,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,암보험,4488230,15,3,0,담보대출,예,32,9,정책 알림,SMS
이서현,여성,46,엔지니어,인천,이메일,010-9166-8735,결혼,아니오,주택,예,아니오,,,예,아니오,아니오,아니오,예,기타,아니오,0,0,아니오,암보험,3579822,1,3,4391612,신용대출,아니오,7,3,할인 혜택,이메일
박수연,여성,69,작가,성남,전화,010-2379-2967,미혼,아니오,오피스텔,예,예,아반떼,2005,예,예,예,아니오,아니오,계약 변경 요청,예,824560741,무한,아니오,종신상품,3365878,14,2,769248,담보대출,아니오,5,9,신제품 출시,전화
박민하,여성,69,엔지니어,대전,전화,010-7998-8716,결혼,예,연립주택,예,예,BMW,2014,아니오,아니오,예,아니오,아니오,보험료 문의,예,953059487,무한,아니오,정기상품,714581,16,2,5587727,보험계약대출,예,42,15,정책 알림,전화
장가은,여성,45,요리사,울산,온라인,010-3062-5173,미혼,아니오,연립주택,아니오,아니오,,,아니오,예,예,예,아니오,보장 내용 문의,아니오,0,0,아니오,암보험,2976078,2,3,9000544,보험계약대출,예,50,18,신제품 출시,SMS
김하준,남성,69,요리사,대구,이메일,010-8512-6209,미혼,아니오,주택,예,아니오,,,아니오,아니오,예,아니오,아니오,해지 문의,아니오,0,0,아니오,정기상품,4614759,17,2,5341094,담보대출,아니오,47,13,결제 기한,SMS
조태영,남성,63,교사,대구,전화,010-7138-8539,미혼,아니오,연립주택,아니오,아니오,,,예,아니오,아니오,아니오,예,기타,아니오,0,0,아니오,정기상품,764830,19,1,0,신용대출,예,34,6,신제품 출시,SMS
조은빈,여성,60,기자,광주,대면,010-8133-8828,결혼,아니오,연립주택,아니오,아니오,,,예,아니오,예,예,예,보험료 문의,아니오,0,0,아니오,정기상품,3924214,19,3,2190930,담보대출,예,38,5,정책 알림,앱 알림
박하린,여성,65,교사,성남,대면,010-3150-8356,결혼,아니오,빌라,아니오,예,그랜저,2019,아니오,아니오,아니오,아니오,아니오,기타,예,340965157,무한,아니오,연금상품,3683801,17,2,3396626,담보대출,아니오,27,8,신제품 출시,SMS
장도원,여성,56,교사,대구,이메일,010-1971-8278,미혼,아니오,연립주택,예,아니오,,,아니오,아니오,아니오,예,예,보험료 문의,아니오,0,0,아니오,암보험,588883,18,2,0,신용대출,예,5,14,정책 알림,앱 알림
정수빈,여성,36,번역가,수원,온라인,010-6589-5101,결혼,예,빌라,아니오,예,아우디,2022,예,예,아니오,예,예,보장 내용 문의,예,243047587,무한,예,정기상품,1555000,16,1,3669139,담보대출,예,10,18,결제 기한,앱 알림
강예나,여성,49,교사,대구,온라인,010-4052-2843,결혼,아니오,빌라,예,아니오,,,예,아니오,아니오,아니오,예,보장 내용 문의,아니오,0,0,아니오,정기상품,1423466,6,3,5877994,,예,19,2,할인 혜택,이메일
이민지,여성,30,방송인,성남,온라인,010-9983-9971,미혼,아니오,빌라,예,예,벤츠,2013,아니오,예,아니오,아니오,아니오,보장 내용 문의,예,795059118,무한,예,암보험,1704864,8,2,0,담보대출,아니오,12,8,정책 알림,전화
정서연,여성,39,바리스타,성남,이메일,010-4174-7306,결혼,예,아파트,예,아니오,,,예,아니오,예,아니오,아니오,해지 문의,아니오,0,0,아니오,종신상품,3709079,13,3,6083755,,예,2,15,정책 알림,이메일
이나연,여성,25,프로그램 개발자,광주,대면,010-8521-6708,미혼,아니오,아파트,예,아니오,,,아니오,예,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,종신상품,1996968,3,1,0,신용대출,예,19,4,신제품 출시,SMS
강재희,여성,21,사진작가,부산,온라인,010-7695-6865,결혼,아니오,오피스텔,예,예,K5,2019,예,예,예,아니오,예,보험료 문의,예,289433069,무한,아니오,정기상품,2665942,1,1,6614496,신용대출,예,30,20,결제 기한,이메일
박민성,남성,65,엔지니어,대전,이메일,010-7373-2208,미혼,아니오,빌라,아니오,예,그랜저,2019,예,예,예,예,아니오,해지 문의,예,700703904,무한,아니오,정기상품,1939738,3,3,0,보험계약대출,아니오,34,16,정책 알림,앱 알림
박예빈,여성,52,물리치료사,창원,온라인,010-3283-9396,미혼,아니오,주택,아니오,아니오,,,예,아니오,아니오,아니오,예,계약 변경 요청,아니오,0,0,아니오,연금상품,4611829,5,1,6742424,보험계약대출,예,2,18,신제품 출시,이메일
이민규,남성,37,디자이너,대전,온라인,010-3004-9078,결혼,예,오피스텔,예,아니오,,,아니오,예,아니오,예,아니오,기타,아니오,0,0,아니오,종신상품,4040382,10,0,1475,담보대출,예,40,20,정책 알림,앱 알림
조은찬,여성,36,의사,수원,이메일,010-8574-2301,미혼,아니오,주택,아니오,아니오,,,아니오,아니오,아니오,예,아니오,기타,아니오,0,0,아니오,정기상품,866442,16,3,6957340,보험계약대출,예,33,19,정책 알림,앱 알림
장세진,여성,65,엔지니어,울산,이메일,010-1871-6567,미혼,아니오,주택,아니오,아니오,,,예,아니오,예,예,아니오,기타,아니오,0,0,아니오,연금상품,1338262,15,1,6023955,신용대출,아니오,18,18,결제 기한,이메일
박유하,여성,40,예술가,수원,대면,010-1850-7387,결혼,예,오피스텔,예,아니오,,,아니오,예,아니오,아니오,예,해지 문의,아니오,0,0,아니오,암보험,274183,2,0,0,,예,6,15,정책 알림,앱 알림
정은호,남성,23,작가,부산,온라인,010-1930-3250,미혼,아니오,오피스텔,예,아니오,,,예,예,예,예,예,보험료 문의,아니오,0,0,아니오,연금상품,3895990,11,0,74292,,예,8,4,할인 혜택,SMS
강태윤,남성,38,바리스타,수원,이메일,010-3811-3360,미혼,아니오,연립주택,예,아니오,,,예,예,예,예,예,해지 문의,아니오,0,0,아니오,연금상품,3891382,14,3,5042959,보험계약대출,아니오,38,15,정책 알림,전화
강예준,남성,56,소프트웨어 엔지니어,부산,온라인,010-4634-5814,미혼,아니오,빌라,예,예,테슬라,2022,아니오,아니오,아니오,예,예,기타,예,443391561,무한,아니오,연금상품,246090,10,3,5247824,담보대출,예,46,6,결제 기한,전화
정지영,여성,70,바리스타,대구,전화,010-3345-7982,미혼,아니오,연립주택,아니오,예,테슬라,2006,아니오,예,예,예,아니오,기타,예,755602524,무한,예,종신상품,1129329,10,1,0,보험계약대출,아니오,50,7,할인 혜택,앱 알림
김태호,남성,41,요리사,울산,전화,010-2100-4407,미혼,아니오,빌라,예,아니오,,,아니오,예,아니오,아니오,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,569190,7,0,481431,보험계약대출,아니오,2,9,결제 기한,앱 알림
김채원,여성,31,방송인,부산,온라인,010-6291-8610,미혼,아니오,빌라,예,아니오,,,예,예,아니오,아니오,예,해지 문의,아니오,0,0,아니오,암보험,1223420,16,3,0,담보대출,아니오,32,18,정책 알림,전화
윤은호,남성,57,사진작가,수원,전화,010-1947-2223,미혼,아니오,연립주택,예,예,스포티지,2004,아니오,아니오,아니오,아니오,아니오,보험료 문의,예,532810071,무한,예,암보험,4311647,9,3,8607570,,예,21,14,결제 기한,앱 알림
이수호,여성,41,사진작가,대전,대면,010-9022-2913,미혼,아니오,오피스텔,아니오,예,아반떼,2017,예,아니오,아니오,예,아니오,계약 변경 요청,예,800890382,무한,아니오,정기상품,118153,10,1,4345682,,아니오,39,19,할인 혜택,SMS
임태호,남성,43,사진작가,부산,이메일,010-1071-2069,결혼,예,연립주택,아니오,아니오,,,아니오,예,예,예,아니오,보장 내용 문의,아니오,0,0,아니오,정기상품,3462419,17,2,6229586,,아니오,39,5,정책 알림,전화
박태성,여성,39,기자,광주,대면,010-2596-2204,결혼,아니오,주택,예,아니오,,,아니오,아니오,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,895255,1,2,2005696,,아니오,10,20,결제 기한,전화
박수연,여성,52,물리치료사,성남,온라인,010-8472-6773,결혼,아니오,주택,예,아니오,,,아니오,예,아니오,아니오,예,계약 변경 요청,아니오,0,0,아니오,연금상품,4468107,14,0,9693570,담보대출,아니오,8,11,결제 기한,이메일
장성민,여성,28,기자,서울,이메일,010-4920-7018,결혼,아니오,오피스텔,예,예,그랜저,2012,아니오,아니오,아니오,예,예,계약 변경 요청,예,494208728,무한,아니오,종신상품,3604410,15,3,0,,예,37,14,할인 혜택,전화
조연서,여성,53,운동선수,인천,전화,010-3857-4057,미혼,아니오,아파트,아니오,아니오,,,예,아니오,아니오,예,예,보장 내용 문의,아니오,0,0,아니오,연금상품,983551,8,0,1452846,담보대출,아니오,12,3,할인 혜택,앱 알림
조하은,여성,64,요리사,울산,대면,010-6497-9148,미혼,아니오,아파트,예,아니오,,,예,예,예,아니오,예,해지 문의,아니오,0,0,아니오,암보험,4610835,11,2,5474521,보험계약대출,예,12,2,신제품 출시,전화
임민석,여성,28,프로그램 개발자,서울,전화,010-9552-3480,미혼,아니오,주택,예,아니오,,,아니오,아니오,예,예,예,계약 변경 요청,아니오,0,0,아니오,암보험,4500328,1,2,7379983,신용대출,예,22,15,할인 혜택,이메일
임시우,남성,57,기자,대전,전화,010-1402-6968,결혼,아니오,오피스텔,예,아니오,,,아니오,예,예,예,아니오,보험료 문의,아니오,0,0,아니오,암보험,808221,20,0,5048029,보험계약대출,예,25,6,결제 기한,전화
조민준,남성,66,소프트웨어 엔지니어,울산,온라인,010-8812-8387,미혼,아니오,주택,예,아니오,,,예,예,아니오,아니오,아니오,해지 문의,아니오,0,0,아니오,암보험,4874049,17,1,0,신용대출,아니오,44,17,할인 혜택,SMS
김태민,남성,29,요리사,수원,온라인,010-7559-2984,미혼,아니오,빌라,예,예,포드,2008,아니오,예,예,예,예,보험료 문의,예,178579487,무한,아니오,정기상품,2474163,14,2,3137874,보험계약대출,예,2,14,결제 기한,SMS
조하늘,여성,68,회계사,대구,이메일,010-9981-3443,미혼,아니오,아파트,예,아니오,,,아니오,아니오,아니오,예,아니오,해지 문의,아니오,0,0,아니오,연금상품,4847781,10,0,3882475,,예,23,18,할인 혜택,SMS
임지원,여성,42,기자,광주,대면,010-6602-3339,미혼,아니오,아파트,아니오,아니오,,,예,아니오,아니오,아니오,예,보험료 문의,아니오,0,0,아니오,정기상품,1527915,19,1,8560781,담보대출,아니오,7,14,정책 알림,이메일
최수아,여성,63,소프트웨어 엔지니어,부산,온라인,010-9903-8338,결혼,예,주택,아니오,예,스포티지,2018,아니오,예,예,아니오,아니오,기타,예,788320600,무한,예,종신상품,1631982,5,2,4112957,,아니오,15,5,결제 기한,SMS
임연재,여성,69,물리치료사,창원,온라인,010-2780-1156,미혼,아니오,빌라,아니오,아니오,,,예,아니오,아니오,아니오,아니오,해지 문의,아니오,0,0,아니오,정기상품,3285760,14,1,7818126,,아니오,9,10,정책 알림,이메일
최시우,남성,67,번역가,울산,대면,010-5257-8742,미혼,아니오,주택,아니오,아니오,,,아니오,아니오,예,아니오,예,기타,아니오,0,0,아니오,종신상품,3445815,17,3,3248878,신용대출,아니오,9,15,정책 알림,전화
조도영,남성,49,번역가,서울,온라인,010-3894-6633,미혼,아니오,오피스텔,예,예,포드,2012,아니오,아니오,아니오,예,아니오,계약 변경 요청,예,795643142,무한,아니오,정기상품,3028215,13,1,7942400,보험계약대출,아니오,37,19,정책 알림,이메일
강지안,여성,33,운동선수,대전,전화,010-7101-5632,결혼,아니오,빌라,아니오,아니오,,,아니오,예,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,정기상품,4416670,3,1,2218085,담보대출,예,49,1,할인 혜택,이메일
장민규,남성,50,변호사,성남,온라인,010-7486-3463,결혼,아니오,주택,예,아니오,,,아니오,예,아니오,예,예,보험료 문의,아니오,0,0,아니오,정기상품,4502222,14,0,7633727,,아니오,0,9,결제 기한,이메일
정예은,여성,63,회계사,광주,온라인,010-5332-8746,미혼,아니오,빌라,아니오,예,그랜저,2016,아니오,아니오,아니오,아니오,예,보장 내용 문의,예,177549899,무한,예,정기상품,2507844,17,3,8506904,신용대출,예,34,16,결제 기한,앱 알림
정은찬,여성,66,회계사,성남,전화,010-6486-8984,결혼,아니오,주택,예,예,쏘나타,2023,예,아니오,아니오,아니오,아니오,보험료 문의,예,459414072,무한,아니오,종신상품,661410,10,2,3014168,,아니오,49,4,결제 기한,이메일
정하연,여성,64,프로그램 개발자,창원,온라인,010-8768-4323,미혼,아니오,아파트,예,아니오,,,아니오,예,예,예,아니오,보험료 문의,아니오,0,0,아니오,정기상품,778807,1,2,0,보험계약대출,예,18,5,신제품 출시,SMS
장재민,여성,22,디자이너,성남,전화,010-4711-3966,결혼,아니오,연립주택,예,아니오,,,예,예,예,아니오,예,보험료 문의,아니오,0,0,아니오,정기상품,2996341,12,3,0,신용대출,아니오,5,13,신제품 출시,SMS
김태성,여성,34,연구원,창원,온라인,010-4730-4764,결혼,아니오,빌라,예,예,테슬라,2004,예,예,예,예,예,보험료 문의,예,497858609,무한,예,종신상품,849479,12,2,6990874,,예,26,16,결제 기한,전화
조도원,여성,40,회계사,창원,온라인,010-5012-5820,결혼,아니오,아파트,예,예,그랜저,2003,예,예,예,예,아니오,기타,예,189167422,무한,예,종신상품,2178338,2,1,8189879,보험계약대출,아니오,23,11,할인 혜택,앱 알림
박하연,여성,65,기자,울산,대면,010-6975-8812,결혼,아니오,연립주택,아니오,예,아반떼,2008,예,예,아니오,예,아니오,해지 문의,예,701983552,무한,예,종신상품,427075,3,0,3259551,신용대출,예,7,16,정책 알림,전화
윤태영,남성,59,의사,인천,전화,010-8195-9393,결혼,아니오,빌라,아니오,아니오,,,예,아니오,아니오,예,예,보험료 문의,아니오,0,0,아니오,정기상품,1445634,3,2,0,보험계약대출,예,20,6,결제 기한,이메일
최나현,여성,47,프로그램 개발자,부산,온라인,010-2894-4641,결혼,예,빌라,아니오,예,쏘나타,2009,아니오,아니오,아니오,아니오,아니오,기타,예,560790973,무한,예,암보험,2564067,9,0,0,담보대출,예,11,18,할인 혜택,앱 알림
조예성,남성,32,소프트웨어 엔지니어,성남,전화,010-7827-2235,결혼,예,주택,예,아니오,,,아니오,예,아니오,아니오,예,보험료 문의,아니오,0,0,아니오,종신상품,434388,19,1,1232484,보험계약대출,예,10,4,정책 알림,전화
박지영,여성,70,변호사,부산,전화,010-5710-7515,미혼,아니오,오피스텔,예,아니오,,,아니오,예,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,암보험,1225597,12,1,3726885,,아니오,7,1,신제품 출시,SMS
강지안,여성,34,간호사,대구,이메일,010-8763-9581,결혼,예,주택,아니오,예,벤츠,2015,예,아니오,예,예,예,보장 내용 문의,예,529266591,무한,예,암보험,850452,5,3,9423693,,예,24,9,결제 기한,전화
임하빈,여성,26,기자,부산,온라인,010-4081-2333,미혼,아니오,오피스텔,예,예,스포티지,2008,아니오,아니오,예,아니오,아니오,계약 변경 요청,예,799029455,무한,예,연금상품,3194008,19,0,9025825,담보대출,예,2,9,정책 알림,SMS
박유빈,여성,61,변호사,대구,이메일,010-9477-3200,미혼,아니오,연립주택,아니오,아니오,,,예,예,아니오,아니오,아니오,기타,아니오,0,0,아니오,종신상품,2041243,19,0,8002586,,예,9,19,할인 혜택,전화
정유나,여성,69,연구원,창원,전화,010-3190-9854,미혼,아니오,빌라,아니오,예,쏘나타,2023,아니오,아니오,아니오,예,아니오,기타,예,556988282,무한,예,연금상품,1296675,10,0,0,담보대출,아니오,1,15,정책 알림,전화
정재희,여성,42,운동선수,울산,이메일,010-3304-4990,결혼,예,주택,아니오,예,테슬라,2010,아니오,예,예,아니오,예,보험료 문의,예,127247175,무한,아니오,정기상품,1262167,19,0,8626920,보험계약대출,아니오,33,5,신제품 출시,SMS
김서린,여성,47,회계사,광주,온라인,010-2512-1679,미혼,아니오,주택,예,예,포드,2019,예,예,아니오,아니오,예,보장 내용 문의,예,160669380,무한,예,종신상품,4968708,6,2,8147285,담보대출,예,41,10,정책 알림,전화
조예림,여성,26,변호사,대전,온라인,010-3461-6708,결혼,예,오피스텔,아니오,아니오,,,예,아니오,아니오,아니오,아니오,보장 내용 문의,아니오,0,0,아니오,연금상품,4193373,3,3,3680154,담보대출,아니오,16,14,정책 알림,이메일
이다현,여성,56,예술가,수원,온라인,010-5823-8908,미혼,아니오,빌라,예,예,포드,2001,아니오,예,예,아니오,예,보험료 문의,예,986114122,무한,아니오,연금상품,1736304,7,0,0,신용대출,아니오,10,4,할인 혜택,전화
최태린,여성,41,엔지니어,부산,이메일,010-9949-4228,미혼,아니오,오피스텔,아니오,아니오,,,예,아니오,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,암보험,3536208,11,2,387797,담보대출,아니오,49,19,결제 기한,앱 알림
윤지민,여성,35,작가,수원,전화,010-8251-2019,미혼,아니오,오피스텔,아니오,아니오,,,예,예,예,예,아니오,보험료 문의,아니오,0,0,아니오,암보험,4804173,17,0,5518748,담보대출,예,28,5,결제 기한,이메일
최민석,여성,23,기자,창원,전화,010-2378-9362,미혼,아니오,주택,아니오,아니오,,,예,예,아니오,아니오,예,보장 내용 문의,아니오,0,0,아니오,종신상품,3769378,1,2,7591934,보험계약대출,예,22,18,신제품 출시,앱 알림
최민재,남성,42,물리치료사,인천,온라인,010-2584-6929,결혼,아니오,오피스텔,아니오,아니오,,,아니오,예,예,아니오,아니오,해지 문의,아니오,0,0,아니오,정기상품,1966681,19,3,7644479,신용대출,아니오,38,10,정책 알림,전화
강도원,여성,43,연구원,창원,전화,010-4403-5951,미혼,아니오,오피스텔,예,예,벤츠,2021,예,아니오,예,아니오,아니오,계약 변경 요청,예,718187593,무한,아니오,정기상품,4236176,19,3,5029293,신용대출,아니오,6,6,결제 기한,SMS
이주원,여성,68,기자,대전,온라인,010-5048-4916,미혼,아니오,빌라,아니오,예,테슬라,2014,아니오,예,예,예,아니오,기타,예,412470576,무한,예,암보험,3118576,2,1,0,신용대출,아니오,38,13,신제품 출시,앱 알림
조하민,여성,36,소프트웨어 엔지니어,성남,온라인,010-8093-6662,결혼,예,연립주택,예,예,아우디,2012,아니오,아니오,아니오,예,예,계약 변경 요청,예,745738439,무한,아니오,정기상품,333291,8,0,373598,신용대출,예,29,3,정책 알림,이메일
정지안,여성,60,디자이너,대구,온라인,010-4372-5941,미혼,아니오,연립주택,아니오,아니오,,,예,아니오,아니오,예,아니오,보험료 문의,아니오,0,0,아니오,정기상품,3806943,15,2,5762952,신용대출,아니오,18,3,정책 알림,전화
박다인,여성,33,운동선수,서울,대면,010-4877-7861,결혼,예,아파트,아니오,예,아우디,2001,예,아니오,예,예,아니오,보험료 문의,예,370835120,무한,예,연금상품,4816837,14,2,0,신용대출,예,6,19,할인 혜택,이메일
김예준,남성,43,바리스타,인천,대면,010-1798-8792,미혼,아니오,오피스텔,아니오,예,스포티지,2015,아니오,예,아니오,예,예,계약 변경 요청,예,622083048,무한,예,정기상품,3470758,20,3,0,담보대출,아니오,0,1,신제품 출시,이메일
최유하,여성,38,번역가,창원,대면,010-4930-9340,미혼,아니오,주택,아니오,예,아반떼,2013,예,예,아니오,아니오,아니오,해지 문의,예,157430150,무한,아니오,암보험,2379425,8,2,3079683,보험계약대출,예,18,15,할인 혜택,앱 알림
최연우,남성,58,사진작가,부산,전화,010-2865-4100,결혼,아니오,주택,예,예,테슬라,2011,예,예,아니오,예,아니오,해지 문의,예,745228284,무한,예,연금상품,1272918,10,2,0,보험계약대출,예,13,17,결제 기한,전화
조수빈,여성,23,변호사,서울,대면,010-4215-1777,미혼,아니오,빌라,아니오,아니오,,,예,아니오,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,정기상품,2827726,8,0,3853249,보험계약대출,예,34,2,결제 기한,전화
장은찬,여성,43,변호사,수원,대면,010-8155-6899,미혼,아니오,연립주택,아니오,예,아반떼,2010,예,예,예,아니오,예,보장 내용 문의,예,137644549,무한,예,연금상품,4134797,7,1,5002701,보험계약대출,예,16,4,할인 혜택,SMS
윤재희,여성,68,요리사,광주,전화,010-9964-6650,결혼,예,연립주택,아니오,아니오,,,예,아니오,아니오,아니오,아니오,보장 내용 문의,아니오,0,0,아니오,정기상품,1861623,20,1,2877631,담보대출,아니오,41,18,신제품 출시,SMS
장수연,여성,64,의사,대전,대면,010-9225-5187,결혼,예,아파트,예,예,벤츠,2007,아니오,예,아니오,예,아니오,기타,예,331477316,무한,예,연금상품,3681423,13,2,0,담보대출,아니오,34,15,신제품 출시,앱 알림
임주원,여성,62,엔지니어,성남,대면,010-2357-4112,결혼,아니오,빌라,아니오,예,포드,2002,아니오,예,아니오,아니오,예,계약 변경 요청,예,775591280,무한,아니오,정기상품,635530,19,0,0,담보대출,예,31,5,신제품 출시,이메일
임승우,남성,60,소프트웨어 엔지니어,부산,대면,010-5773-8363,결혼,예,연립주택,아니오,아니오,,,예,아니오,아니오,예,예,보험료 문의,아니오,0,0,아니오,정기상품,4877665,17,1,9813731,,아니오,19,14,할인 혜택,이메일
윤하빈,여성,67,프로그램 개발자,서울,전화,010-2141-1624,미혼,아니오,연립주택,예,예,벤츠,2015,예,아니오,아니오,아니오,예,해지 문의,예,185028381,무한,아니오,정기상품,1841880,15,1,0,담보대출,아니오,29,7,신제품 출시,SMS
조나영,여성,59,엔지니어,광주,전화,010-4947-2662,미혼,아니오,아파트,아니오,아니오,,,아니오,아니오,아니오,아니오,예,기타,아니오,0,0,아니오,암보험,4948252,19,2,0,보험계약대출,예,5,9,신제품 출시,전화
강시현,여성,44,기자,성남,대면,010-9717-1444,결혼,아니오,빌라,예,아니오,,,예,예,아니오,아니오,예,해지 문의,아니오,0,0,아니오,암보험,542367,18,1,0,보험계약대출,예,17,18,신제품 출시,전화
윤다인,여성,32,요리사,창원,전화,010-6063-6340,미혼,아니오,빌라,아니오,아니오,,,아니오,아니오,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,암보험,1202189,10,0,4401000,신용대출,아니오,39,14,신제품 출시,이메일
박시온,여성,57,소프트웨어 엔지니어,대전,이메일,010-7861-1653,미혼,아니오,주택,예,아니오,,,예,예,아니오,아니오,예,계약 변경 요청,아니오,0,0,아니오,종신상품,2000161,4,0,2129615,,예,40,1,결제 기한,전화
윤나영,여성,70,교사,부산,전화,010-7378-2841,결혼,아니오,연립주택,아니오,아니오,,,아니오,예,아니오,아니오,예,기타,아니오,0,0,아니오,연금상품,2638893,20,3,3680505,,아니오,50,14,신제품 출시,SMS
박은우,여성,37,번역가,인천,이메일,010-7004-4562,미혼,아니오,주택,아니오,아니오,,,아니오,예,예,예,아니오,보험료 문의,아니오,0,0,아니오,암보험,514661,12,1,9568399,,아니오,12,1,결제 기한,이메일
이예나,여성,26,연구원,서울,온라인,010-5273-9571,미혼,아니오,아파트,아니오,아니오,,,아니오,아니오,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,정기상품,1921484,7,1,9418963,담보대출,예,37,9,정책 알림,SMS
박도윤,남성,55,의사,서울,전화,010-7202-5891,미혼,아니오,주택,예,아니오,,,아니오,예,아니오,예,아니오,기타,아니오,0,0,아니오,연금상품,844626,13,0,7906262,,아니오,11,16,할인 혜택,이메일
임서현,여성,66,프로그램 개발자,부산,이메일,010-1073-3014,결혼,아니오,오피스텔,예,예,테슬라,2002,아니오,아니오,아니오,아니오,예,해지 문의,예,146376626,무한,예,종신상품,1935875,19,1,7673227,신용대출,아니오,16,11,할인 혜택,이메일
윤태현,남성,36,물리치료사,대전,이메일,010-6862-9665,결혼,예,주택,아니오,아니오,,,아니오,아니오,예,아니오,예,해지 문의,아니오,0,0,아니오,종신상품,803768,13,0,0,보험계약대출,예,48,19,신제품 출시,이메일
박예림,여성,39,방송인,인천,대면,010-2212-5658,미혼,아니오,빌라,아니오,예,아반떼,2002,아니오,아니오,예,아니오,아니오,보험료 문의,예,812721617,무한,예,암보험,1764099,9,2,0,,예,23,6,결제 기한,이메일
임민아,여성,60,간호사,대구,이메일,010-6232-3146,미혼,아니오,연립주택,예,예,아반떼,2000,예,예,예,아니오,예,해지 문의,예,134618097,무한,아니오,정기상품,835271,9,3,7133267,보험계약대출,예,41,17,신제품 출시,SMS
이현우,남성,47,엔지니어,서울,대면,010-1721-2197,결혼,예,아파트,아니오,예,스포티지,2008,예,아니오,예,아니오,예,기타,예,582433074,무한,예,정기상품,780715,3,3,105663,,아니오,49,13,신제품 출시,전화
김나현,여성,40,소프트웨어 엔지니어,창원,대면,010-1153-7876,미혼,아니오,주택,예,예,아반떼,2010,예,예,예,아니오,예,계약 변경 요청,예,271899441,무한,아니오,종신상품,4635414,20,3,0,담보대출,예,21,2,할인 혜택,전화
